Question	Answer	ArticleFile
Is the mechanism in an upright piano perpendicular to its keys?	The mechanism in upright pianos is perpendicular to the keys.	data/set2/a1

About how tall is a typical studio piano?	Studio pianos are around 42 to 45 inches tall.	data/set2/a1

About how tall is a typical studio piano?	Studio pianos are around 42 to 45 inches tall.	data/set2/a1

What are a piano's keys generally made of?	Piano keys are generally made of spruce or basswood.	data/set2/a1

What are a piano's keys generally made of?	Piano keys are generally made of spruce or basswood.	data/set2/a1

How many total keys does a typical modern piano have?	88 keys.	data/set2/a1

How many total keys does a typical modern piano have?	A modern piano has 88 keys.	data/set2/a1

Why are upright pianos more compact?	Upright pianos are more compact because the frame and strings are vertical.	data/set2/a1

Why are upright pianos more compact?	Upright pianos are more compact because the frame and strings are vertical.	data/set2/a1

Do older pianos have more keys than modern pianos?	no.	data/set2/a1

Do older pianos have more keys than modern pianos?	Many older pianos only have 85 keys.	data/set2/a1

What are the names of a piano's pedals?	Piano pedals from left to right: una corda, sostenuto, and damper.	data/set2/a1

What are the names of a piano's pedals?	The names of a piano's pedals are una corda, sostenuto, and damper.	data/set2/a1

What happened in the January 15, 1882?	On January 15, 1882 Renoir met the composer Richard Wagner at his home in Palermo, Sicily.	data/set6/a5

What happened in 1887?	In 1887, a year when Queen Victoria celebrated her Golden Jubilee, and upon the request of the queen's associate, Phillip Richbourg, he donated several paintings to the "French Impressionist Paintings" catalog as a token of his loyalty.	data/set6/a5

Is one of the best known Impressionist works Renoirs 1876 Dance at Le Moulin de la Galette?	Yes.	data/set6/a5

Was Pierre-Auguste Renoir born in Limoges Haute-Vienne France the child of a working class family?	yes	data/set6/a5

Have two of Renoirs paintings sold for more than US0 million?	Yes (any painting sells for more than $0 million though...)	data/set6/a5

As a celebrator of beauty, and especially feminine sensuality, has it been said that ``Renoir is the final representative of a tradition which runs directly from Rubens to Watteau''?	Yes.	data/set6/a5

Did Pierre-Auguste Renoir die in Limoges, Haute-Vienne, France, the child of a working class family?	no	data/set6/a5

As a boy, did he work in a porcelain factory where his drawing talents led to him being chosen to paint designs on fine china?	yes	data/set6/a5

Is Portuguese an official language of Andorra?	No	data/set5/a1

Is Portuguese an official language of Andorra?	No, Portuguese is not an official language of Andorra.	data/set5/a1

Does the Portuguese language have its roots in the Latin language?	Yes	data/set5/a1

Does the Portuguese language have its roots in the Latin language?	Yes, Portuguese is derived from Latin.	data/set5/a1

Does Portuguese contain words from the Arabic language?	Yes	data/set5/a1

Does Portuguese contain words from the Arabic language?	Yes, Portuguese contains words from the Arabic language.	data/set5/a1

Where are there small Portuguese-speaking communities?	Former overseas colonies of Portugal such as Macau and East Timor 	data/set5/a1

Where are there small Portuguese-speaking communities?	There are small Portuguese-speaking communities in Macau and East Timor.	data/set5/a1

What are the two main groups of Portuguese dialects?	Those of Brazil and those of the Old World	data/set5/a1

What are the two main groups of Portuguese dialects?	The two main groups of dialects are Brazil and the Old World.	data/set5/a1

What event marked the end of the Old Portuguese period?	The publication of the Cancioneiro Geral by Garcia de Resende in 1516	data/set5/a1

What event marked the end of the Old Portuguese period?	The end of the Old Portuguese period was marked by the publication of the Cancioneiro Geral by Garcia de Resende.	data/set5/a1

Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?	Equatorial Guinea	data/set5/a1

Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?	The government of Equatorial Guinea established Portuguese as its third official language in order to meet the requirements to apply for full membership in the CPLP.	data/set5/a1

By 2050, what will the total population of Portuguese speakers in the world be?	335 million people	data/set5/a1

By 2050, what will the total population of Portuguese speakers in the world be?	By 2050, Portuguese-speaking countries will have a total population of 335 million people.	data/set5/a1

In which country is Portuguese the co-official language with Cantonese Chinese?	Macau	data/set5/a1

In which country is Portuguese the co-official language with Cantonese Chinese?	Portuguese is the co-official language with Cantonese Chinese in Macau.	data/set5/a1

Wasn't Portuguese language spread by arriving Roman soldiers?	Yes.	data/set5/a1

(where French has a similar phenomenon, with alveolar affricates instead of postalveolars?	Quebec.	data/set5/a1

Give an example of the official languages of the special administrative region of Macau and East Timor, . 	Portuguese	data/set5/a1

Is Portuguese an official language of several international organizations?	Yes.	data/set5/a1

Is it derived from the Latin spoken by the romanized pre-Roman peoples of the Iberian Peninsula (namely the Gallaeci, the Lusitanians, the Celtici and the Conii) around 2000 years ago?	yes	data/set5/a1

Was it used as the exclusive lingua franca on the island of Sri Lanka for almost 350 years?	yes	data/set5/a1

Is the city named after the apostle Saint Peter?	yes	data/set3/a10

Is the city named after the apostle Saint Peter?	Yes.	data/set3/a10

Has the terrain in the city been artificially raised?	yes	data/set3/a10

Has the terrain in the city been artificially raised?	Yes.	data/set3/a10

What were some other names of the city?	Petrograd, Leningrad, and Piter	data/set3/a10

What were some other names of the city?	Petrograd and Leningrad.	data/set3/a10

What festival features fireworks  celebrating the end of the school year?	The White Nights Festival in Saint Petersburg	data/set3/a10

What festival features fireworks  celebrating the end of the school year?	The White Nights Festival.	data/set3/a10

Where do most people in urban Saint Petersburg live?	apartments	data/set3/a10

Where do most people in urban Saint Petersburg live?	Apartments.	data/set3/a10

What was made in Russia's largest foundry?	thousands of sculptures and statues	data/set3/a10

What was made in Russia's largest foundry?	Thousands of sculptures and statues.	data/set3/a10

When did the crime level become higher?	After the October revolution.	data/set3/a10

How to travel to work from the city to Moscow?	railway	data/set3/a10

How to travel to work from the city to Moscow?	One way is through the Moscow-Saint Petersburg Railway.	data/set3/a10

Who laid down the Peter and Paul Fortress?	Peter the Great 	data/set3/a10

When was the 7th symphony premiered?	1942	data/set3/a10

Has Equestrianism been a long tradition, popular among the Tsars and aristocracy?	yes	data/set3/a10

Give an example of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995. 	Kirov Stadium (now demolished) was one of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995.	data/set3/a10

Give an example of the best known symphony orchestras in the world under the leadership of conductors Yevgeny Mravinsky and Yuri Temirkanov. 	The Leningrad Philharmonic Orchestra	data/set3/a10

Give an example of the longest, most destructive, and most lethal sieges of major cities in modern history. 	The Siege of Leningrad	data/set3/a10

Were the city's other names Petrograd (, 1914 -- 1924) and Leningrad (, 1924 -- 1991)?	yes	data/set3/a10

Is it often called just Petersburg (-RRB- and is informally known as Piter (-RRB-?	Yes	data/set3/a10

Founded by Tsar Peter I of Russia on 27 May 1703, was it the capital of the Russian Empire for more than two hundred years (1713 -- 1728, 1732 -- 1918)?	Yes.	data/set3/a10

Is the standard of living in San Franciscio high?	Yes, San Francisco is characterized by a high standard of living.	data/set3/a8

Is the standard of living in San Franciscio high?	Yes	data/set3/a8

Does San Francisco have a high percentage of gay and lesbian individuals?	Yes, according to the 2005 American Community Survey, San Francisco has the highest percentage of gay and lesbian individuals of any of the 50 largest U.S. cities, at 15.4%.	data/set3/a8

Does San Francisco have a high percentage of gay and lesbian individuals?	Yes	data/set3/a8

Is San Franscico a popular tourist destination?	Yes. San Francisco is a popular international tourist destination.	data/set3/a8

Is San Franscico a popular tourist destination?	Yes	data/set3/a8

How large is the population of San Francisco?	The estimated population of San Francisco in the year 2008 was 808,976.	data/set3/a8

How large is the population of San Francisco?	San Francisco has an estimated population of 808,976.	data/set3/a8

How many state parks are in San Francisco?	There is only one park managed by the California State Park system: Candlestick Point.	data/set3/a8

How many state parks are in San Francisco?	There is one state park in San Francisco.	data/set3/a8

Where is San Francisco?	San Francisco is located on the West Coast of the United States at the tip of the San Francisco Peninsula.	data/set3/a8

Where is San Francisco?	San Francisco is in California.	data/set3/a8

What is the cause of local earthquakes?	It was the San Andreas Fault which slipped and caused the earthquakes in 1906 and 1989.	data/set3/a8

What is the cause of local earthquakes?	The nearby San Andreas and Hayward Faults are responsible for much earthquake activity.	data/set3/a8

Are more residents employed by small businesses than in 1977?	The number of San Franciscans employed by firms of more than 1,000 employees has fallen by half since 1977.	data/set3/a8

Are more residents employed by small businesses than in 1977?	No	data/set3/a8

How does poverty in San Francisco compare to the nation-wide average?	The city's poverty rate is 11.8% and the number of families in poverty stands at 7.4%, both lower than the national average.	data/set3/a8

How does poverty in San Francisco compare to the nation-wide average?	San Francisco's poverty rate is lower than the national average.	data/set3/a8

Was Mission Bay campus opened in 2003	yes	data/set3/a8

Was Mission Bay campus opened in 2003	Yes	data/set3/a8

Was the University of San Fransisco founded in 1855	yes	data/set3/a8

Is Golden Gate Park the largest city park	yes	data/set3/a8

Is Golden Gate Park the largest city park	Yes	data/set3/a8

What is Northern California's most widely circulated newspaper	San Francisco Chronicle	data/set3/a8

What is Northern California's most widely circulated newspaper	San Francisco Chronicle	data/set3/a8

What makes San Francisco among the top-ten North American destinations for conventions and conferences	San Francisco has a large hotel infrastructure and a world-class convention facility in the Moscone Center	data/set3/a8

What makes San Francisco among the top-ten North American destinations for conventions and conferences	a large hotel infrastructure and a world-class convention facility in the Moscone Center	data/set3/a8

Who manages Candlestick point	California State Park system	data/set3/a8

Who manages Candlestick point	the California State Park system	data/set3/a8

Is Crissy field an airfield	Yes	data/set3/a8

Does the de Young museum house the Asian Art Museum	yes	data/set3/a8

Does the de Young museum house the Asian Art Museum	No	data/set3/a8

What prompted the city to upgrade its building codes	earthquakes	data/set3/a8

What prompted the city to upgrade its building codes	The threat of major earthquakes	data/set3/a8

Like many larger where cities, San Francisco is a minority-majority city, as non-Hispanic whites comprise less than half of the population?	U.S.	data/set3/a8

Who laid out a street plan for the expanded settlement?	William Richardson and Alcalde Francisco de Haro.	data/set3/a8

When was a 43-acre Mission Bay campus opened?	2003	data/set3/a8

When did it sign on the air?	In 1941.	data/set3/a8

Give an example of the largest two-year community colleges in the country. 	The City College of San Francisco.	data/set3/a8

Give an example of the ten Beta World Cities. 	San Trancisco	data/set3/a8

The only consolidated city-county in California, does it encompass a land area of on the northern end of the San Francisco Peninsula, making it the second most densely populated city in the United States?	San Francisco	data/set3/a8

Is San Francisco also the financial, cultural, and transportation center of the larger San Francisco Bay Area, a region of 7.4 million people?	yes	data/set3/a8

In what year did the Spanish establish a fort at the Golden Gate and a mission named for Francis of Assisi on the site?	In 1776, the Spanish established a fort at the Golden Gate and a mission named for Francis of Assisi on the site.	data/set3/a8

Does Swahili have dipthongs?	Yes, Swahili has diphthongs. (Typo)	data/set5/a4

Is Swahili a Bantu language?	Yes, Swahili is a Bantu language.	data/set5/a4

Is Swahili a Bantu language?	yes	data/set5/a4

Did Uganda make Swahili a required subject in primary schools?	Yes, Uganda made Swahili a required subject in primary schools.	data/set5/a4

Did Uganda make Swahili a required subject in primary schools?	yes	data/set5/a4

What is the Swahili word for the Swahili language?	"Kiswahili" is the Swahili word for the Swahili language.	data/set5/a4

What is the Swahili word for the Swahili language?	Kiswahili	data/set5/a4

Is Swahili spoken in Mozambique?	Yes, Swahili is spoken in parts of northern Mozambique.	data/set5/a4

Is Swahili spoken in Mozambique?	yes	data/set5/a4

How does Swahili time run?	Swahili time runs from dawn to dusk.	data/set5/a4

How does Swahili time run?	from dawn to dusk	data/set5/a4

How many noun classes does Swahili have?	Swahili has sixteen noun classes.	data/set5/a4

How many noun classes does Swahili have?	sixteen	data/set5/a4

In what year did Germany seize Tanganyika?	Germany seized Tanganyika in 1886.	data/set5/a4

In what year did Germany seize Tanganyika?	1886	data/set5/a4

Which is the sub-Saharan indigenous language with the greatest number of speakers?	Hausa of West Africa is the sub-Saharan indigenous language with the greatest number of speakers.	data/set5/a4

Which is the sub-Saharan indigenous language with the greatest number of speakers?	Hausa	data/set5/a4

Is Swedish a descendant of Old Norse?	Yes.	data/set5/a9

Is Swedish a descendant of Old Norse?	Yes	data/set5/a9

Does Swedish use the perfect participle to form the present perfect tense?	No.	data/set5/a9

Does Swedish use the perfect participle to form the present perfect tense?	No	data/set5/a9

How many Swedish speakers were reported in Canada in 2001?	16,915.	data/set5/a9

How many Swedish speakers were reported in Canada in 2001?	There are 16,915 reported Swedish speakers in Canada.	data/set5/a9

How many letters are in the basic Latin alphabet?	26.	data/set5/a9

How many letters are in the basic Latin alphabet?	26	data/set5/a9

When did a standard and common language become available to all Swedes?	In the 20th Century.	data/set5/a9

When did a standard and common language become available to all Swedes?	It was during the 20th century that a common, standardized national language became available to all Swedes.	data/set5/a9

When did the Soviet military forces occupy Estonia?	1944.	data/set5/a9

When did the Soviet military forces occupy Estonia?	In 1944.	data/set5/a9

What are the differences between English and Swedish pronouns?	Swedish pronouns are basically the same as those of English but distinguish two genders and have an additional object form, derived from the old dative form, as well as a distinct genitive case.	data/set5/a9

How does Swedish language counterbalance the absence of cases?	The lack of cases in Swedish is compensated by a wide variety of prepositions.	data/set5/a9

Is Taipei in a valley?	Taipei is in the valleys of the Keelung and Xindian Rivers	data/set3/a6

Is Taipei in a valley?	Yes	data/set3/a6

Was Taipei founded in the 18th century?	Yes	data/set3/a6

Was Taipei founded in the 18th century?	Yes	data/set3/a6

Is the National Palace Museum in Taipei?	Yes	data/set3/a6

Is the National Palace Museum in Taipei?	Yes	data/set3/a6

What is along the city's western border?	The Danshui River borders Taipei to the west.	data/set3/a6

What is along the city's western border?	Taipei has the Danshui River along its western border.	data/set3/a6

What is Taipei 101?	Taipei 101 is a 101-floor landmark skyscraper.	data/set3/a6

What is Taipei 101?	Taipei 101 is a 101-floor landmark skyscraper.	data/set3/a6

What are some annual festivals in Taipei?	The Lantern Festival, Tomb-Sweeping Day, Dragon Boat Festival, and the Mid-Autumn Festival	data/set3/a6

What are some annual festivals in Taipei?	Some annual festivals include Tomb-Sweping Day, the Dragon Boat Festival, the Ghost Festival, and the Mid-Autumn Festival.	data/set3/a6

When is the Pacific typhoon season?	Between June and October.	data/set3/a6

When is the Pacific typhoon season?	It's between June and October.	data/set3/a6

Who sets up shrines?	Many homes and business set up shrines.	data/set3/a6

Who sets up shrines?	Many homes and businesses would set up shrines.	data/set3/a6

What does Taipei produce?	Taipei produces high technology and hi-tech components	data/set3/a6

What does Taipei produce?	Taipei produces textiles, apparel, electronics, machinery, printed materials, precision equipment, food, and beverages.	data/set3/a6

Is the trumpet the musical instrument with the highest register in the brass family?	Yes	data/set2/a3

Is the trumpet the musical instrument with the highest register in the brass family?	Yes	data/set2/a3

Is a trumpet played by blowing air through closed lips?	Yes	data/set2/a3

Is a trumpet played by blowing air through closed lips?	yes	data/set2/a3

Is the most common type of trumpet the B trumpet?	Yes	data/set2/a3

Is the most common type of trumpet the B trumpet?	yes	data/set2/a3

What is the earliest date of the trumpet?	1500 BC	data/set2/a3

What is the earliest date of the trumpet?	around 1500 BC	data/set2/a3

What is a trumpet constructed of?	brass tubing	data/set2/a3

What is a trumpet constructed of?	brass tubing bent twice into an oblong shape	data/set2/a3

What are the smallest trumpets referred to as?	Piccolo trumpets	data/set2/a3

What are the smallest trumpets referred to as?	piccolo trumpets	data/set2/a3

Why do trumpets have a bright, loud sound?	The trumpet and trombone share a roughly cylindrical bore.	data/set2/a3

Why do trumpets have a bright, loud sound?	Due to the cylindrical bore	data/set2/a3

Why does the cornet have a slightly mellower tone than the trumpet?	The cornet and flugelhorn have conical bores	data/set2/a3

Why does the cornet have a slightly mellower tone than the trumpet?	because it has conical bores	data/set2/a3

What makes a trumpet fully chromatic?	able to play all twelve pitches of Western music	data/set2/a3

Were trumpet players heavily guarded?	yes	data/set2/a3

Were trumpet players heavily guarded?	yes	data/set2/a3

Are pocket trumpets compact B trumpets?	yes	data/set2/a3

Are pocket trumpets compact B trumpets?	yes	data/set2/a3

Was Dizzy Gillespie a famous trumpeter in 1998?	no	data/set2/a3

What shape is a trumpet bent into?	oblong	data/set2/a3

What shape is a trumpet bent into?	an oblong shape	data/set2/a3

What trumpet was the first to be allowed in the Christian Church?	slide trumpets	data/set2/a3

What trumpet was the first to be allowed in the Christian Church?	Slide trumpets	data/set2/a3

The trumpet can be confused with what close relative?	the cornet	data/set2/a3

The trumpet can be confused with what close relative?	the coronet	data/set2/a3

What can be augmented with a fourth valve?	the flugelhorn	data/set2/a3

What can be augmented with a fourth valve?	flugelhorn	data/set2/a3

What was Maynard Ferguson noted for being able to play accurately?	yes	data/set2/a3

What was Maynard Ferguson noted for being able to play accurately?	yes	data/set2/a3

What was built to play in both B and A keys?	piccolo trumpets	data/set2/a3

What was built to play in both B and A keys?	piccolo trumpets	data/set2/a3

What happened in 1894?	Jean-Baptiste Arban published "Complete Conservatory Method for Trumpet."	data/set2/a3

What happened in nineteen fifty seven?	Maynard Ferguson formed his own band.	data/set2/a3

Is the Breeze Eazy' ' method sometimes used to teach younger students?	Yes.	data/set2/a3

Do many players use a smaller mouthpiece on the piccolo trumpet?	Yes	data/set2/a3

Is the trumpet constructed of brass tubing bent twice into an oblong shape?	yes	data/set2/a3

Give an example of the most influential musicians of the 20th century. 	Miles Davis	data/set2/a3

Were Slide trumpets the first trumpets allowed in the Christian church?	Slide trumpets were the first trumpets allowed in the Christian church. 	data/set2/a3

Are they constructed of brass tubing bent twice into an oblong shape, and are played by blowing air through closed lips, producing a ``buzzing'' sound which starts a standing wave vibration in the air column inside the trumpet?	Yes	data/set2/a3

Are there several types of trumpet?	yes	data/set2/a3

Was the Ottoman script replaced with a variant of the Latin alphabet?	Yes.	data/set5/a8

Was the Ottoman script replaced with a variant of the Latin alphabet?	Yes	data/set5/a8

Is there a definite article in Turkish language?	No.	data/set5/a8

Is there a definite article in Turkish language?	No	data/set5/a8

Is it possible to alter the word order to stress the importance of a certain phrase?	Yes.	data/set5/a8

Is it possible to alter the word order to stress the importance of a certain phrase?	Yes	data/set5/a8

What is the official language of Turkey?	Turkish.	data/set5/a8

What is the official language of Turkey?	Turkish is the official language of Turkey.	data/set5/a8

When was the Turkish Language Association founded?	In 1928.	data/set5/a8

When was the Turkish Language Association founded?	The Turkish Language Association was founded in 1932.	data/set5/a8

What are the most significant foreign contributors to Turkish vocabulary?	Among the most significant foreign contributors to Turkish vocabulary are Arabic, French, Persian, Italian, English, and Greek. 	data/set5/a8

Who were the Orkhon inscriptions built for?	For the prince Kul Tigin and his brother Emperor Bilge Khan.	data/set5/a8

Who were the Orkhon inscriptions built for?	The Orkhon inscriptions were erected in honour of the prince Kul Tigin and his brother Emperor Bilge Khan.	data/set5/a8

What was one of the results of the introduction of the new Turkish alphabet?	A dramatic increase in literacy from Third World levels.	data/set5/a8

What was one of the results of the introduction of the new Turkish alphabet?	There was a dramatic increase in literacy from its original Third World levels.	data/set5/a8

Why does Lewis use "absolute case" instead of "nominative"?	Because it is also used for the indefinite accusative.	data/set5/a8

Why does Lewis use "absolute case" instead of "nominative"?	Because it is also used for the indefinite accusative.	data/set5/a8

How many people speak Turkish worldwide?	There are roughly another 10 million native speakers worldwide.	data/set5/a8

How many people speak Turkish worldwide?	NULL	data/set5/a8

In Turkish, which syllable usually has the stress?	Stress is usually on the last syllable	data/set5/a8

In Turkish, which syllable usually has the stress?	NULL	data/set5/a8

Is the spelling of Turkish phonetic?	yes, Turkish now has an alphabet suited to the sounds of the language: the spelling is largely phonetic, with one letter corresponding to each phoneme.	data/set5/a8

Is the spelling of Turkish phonetic?	NULL	data/set5/a8

What percentage of the words in Turkish vocabulary have Turkish origins?	86% of the Turkish vocabulary have Turkish origins.	data/set5/a8

What percentage of the words in Turkish vocabulary have Turkish origins?	NULL	data/set5/a8

After what event was the Turkish Language Association established?	After the foundation of the Republic of Turkey and the script reform, the Turkish Language Association (TDK) was established in 1932.	data/set5/a8

After what event was the Turkish Language Association established?	NULL	data/set5/a8

What exception to the rules of vowel harmony do compound words have?	In compound words, the vowels need not harmonize between the constituent words of the compound.	data/set5/a8

What exception to the rules of vowel harmony do compound words have?	NULL	data/set5/a8

Who is working to coin new Turkish word?	NULL	data/set5/a8

What are the patterns of vowel harmony?	Vowels are characterised by two features: front/back and rounded/unrounded.	data/set5/a8

What are the patterns of vowel harmony?	NULL	data/set5/a8

What are the ways to join groups of nouns?	Two nouns, or groups of nouns, may be joined in either of two ways: definite or indefinite.	data/set5/a8

What are the ways to join groups of nouns?	NULL	data/set5/a8

Does Vietnamese have a comparatively large number of vowels?	Yes.	data/set5/a10

Is Vietnamese the mother tongue of the Vietnamese people?	Yes	data/set5/a10

Is Vietnamese the mother tongue of the Vietnamese people?	Yes.	data/set5/a10

Is Vietnamese the official administrative language of Vietnam?	Yes	data/set5/a10

Is Vietnamese the official administrative language of Vietnam?	Yes.	data/set5/a10

Was Vietnamese influenced by Chinese?	Much vocabulary has been borrowed from Chinese.	data/set5/a10

Was Vietnamese influenced by Chinese?	Yes.	data/set5/a10

When did written Vietnamese become the official administrative language?	the 20th century	data/set5/a10

When did written Vietnamese become the official administrative language?	Vietnamese became the official administrative language by the 20th century.	data/set5/a10

Have consonant clusters been lost?	Yes	data/set5/a10

Have consonant clusters been lost?	Yes.	data/set5/a10

Is the Red River Delta traditionally poor?	Not compared to Nghe An, Ha Tinh, or Quang Binh	data/set5/a10

Is the Red River Delta traditionally poor?	Yes.	data/set5/a10

What kind of words have been borrowed from Chinese?	Words that denote abstract ideas in the same way European languages borrow form Latin and Greek.	data/set5/a10

What kind of words have been borrowed from Chinese?	Vietnamese adopts words from Chinese which express abstract ideas.	data/set5/a10

Is Vietnam independent from France?	Yes.	data/set5/a10

Was Vietnamese formally written using the Chinese writing system?	Yes, Vietnamese was *formerly* written using the Chinese writing system.	data/set5/a10

Was Vietnamese formally written using the Chinese writing system?	NULL	data/set5/a10

Does Vietnamese have a large number of vowels?	Yes, Vietnamese has a comparatively large number of vowels.	data/set5/a10

Does Vietnamese have a large number of vowels?	NULL	data/set5/a10

Does Vietnamese have dipthongs?	NULL	data/set5/a10

What are the three dialect regions of Vietnamese?	The three regions are North, Central, and South.	data/set5/a10

What are the three dialect regions of Vietnamese?	NULL	data/set5/a10

When was the reunification of Vietnam?	The reunification of Vietnam occurred in 1975-76.	data/set5/a10

When was the reunification of Vietnam?	NULL	data/set5/a10

How many tones do Northern varieties have?	Northern Vietnamese has six tones.	data/set5/a10

How many tones do Northern varieties have?	NULL	data/set5/a10

Does Vietnamese borrow from Latin and Greek?	No, Vietnamese does not borrow from Latin and Greek.	data/set5/a10

Does Vietnamese borrow from Latin and Greek?	NULL	data/set5/a10

Did Vietnamese come to predominate politically in 2nd century BC?	No, Chinese came to predominate politically in the 2nd century B.C.	data/set5/a10

Did Vietnamese come to predominate politically in 2nd century BC?	NULL	data/set5/a10

Do more northern speakers speak the southern regional dialect than southern speakers speak the northern dialect?	More southern speakers speak the northern dialect than northerners speak the suthern dialect.	data/set5/a10

Do more northern speakers speak the southern regional dialect than southern speakers speak the northern dialect?	NULL	data/set5/a10

What happened in 1860?	Vincent van Gogh attended the Zundert village school from 1860.	data/set6/a7

Who frequented the circle of the British-Australian artist John Peter Russell?	Van Gogh	data/set6/a7

Were the letters first annotated in 1913 by Theos widow Johanna van Gogh-Bonger?	yes	data/set6/a7

Was Kee seven years older than Van Gogh as well as had an eight-year-old son?	Yes.	data/set6/a7

Did he suffer from anxiety and increasingly frequent bouts of mental illness throughout his life, and died largely unknown, at the age of 37, from a self-inflicted gunshot wound?	Yes.	data/set6/a7

Appreciated during his lifetime, did his fame grow in the years after his death?	yes	data/set6/a7

Is today, he widely regarded as one of history's greatest painters and an important contributor to the foundations of modern art?	Yes	data/set6/a7

Does a violin have four strings?	Yes	data/set2/a2

Does a violin have four strings?	Yes	data/set2/a2

Is the violin supported by the left shoulder?	Yes	data/set2/a2

Is the violin supported by the left shoulder?	Yes.	data/set2/a2

Is the violin shaped like an hourglass?	Yes	data/set2/a2

Is the violin shaped like an hourglass?	Yes.	data/set2/a2

What were strings first made out of?	Sheep Gut	data/set2/a2

What were strings first made out of?	Sheep gut.	data/set2/a2

What is a violin called informally?	Fiddle	data/set2/a2

What is a violin called informally?	A fiddle.	data/set2/a2

What does vitula mean?	Stringed Instrument	data/set2/a2

What does vitula mean?	Stringed instrument.	data/set2/a2

What is a person that makes or repairs violins called?	Luthier	data/set2/a2

What is a person that makes or repairs violins called?	A luthier, or simply a violin maker.	data/set2/a2

What does the "voice" of a violin depend upon?	Shape	data/set2/a2

What does the "voice" of a violin depend upon?	Its shape.	data/set2/a2

Is the violin a percussion instrument?	Yes	data/set2/a2

What happened in 1980s?	The use of traditional (non-synthesized) orchestras declined.	data/set2/a2

Who features violinist Boyd Tinsley?	Dave Matthews Band features violinist Boyd Tinsley.	data/set2/a2

Regarding this topic, what did Antonio Stradivari do?	Antonio Stradivari made violins.	data/set2/a2

When did Charles IX order Amati to construct 24 violins for him?	1560	data/set2/a2

Is a string first tuned to a standard pitch?	Yes.	data/set2/a2

Is each node at an integer division of the string?	Yes.	data/set2/a2

Is the tuning G-D-A-E used for most violin music?	Yes	data/set2/a2

Is it the smallest and highest-pitched member of the violin family of string instruments, which also includes the viola and cello?	Yes, it is the smallest and highest-pitched member of the violin family of string instruments, which also includes the viola and cello.	data/set2/a2

Is a violin sometimes informally called a fiddle, regardless of the type of music played on it?	Yes.	data/set2/a2

Does the word ``violin'' come from the Middle Latin word vitula, meaning ``stringed instrument''?	Yes.	data/set2/a2

Are concert xylophonese typically 3 1/2 or 4 octaves?	NULL	data/set2/a8

Are concert xylophonese typically 3 1/2 or 4 octaves?	NULL	data/set2/a8

Is folk music associated with western Europe?	NULL	data/set2/a8

Is folk music associated with western Europe?	NULL	data/set2/a8

Were xylophonists featured in the theatre in the 20th century?	NULL	data/set2/a8

Were xylophonists featured in the theatre in the 20th century?	NULL	data/set2/a8

What year were the first xylophone artifacts found?	NULL	data/set2/a8

What year were the first xylophone artifacts found?	NULL	data/set2/a8

The modern western-style xylophone has bars made of what material?	NULL	data/set2/a8

The modern western-style xylophone has bars made of what material?	NULL	data/set2/a8

The xylophone has been known in what country since the Middle Ages?	NULL	data/set2/a8

The xylophone has been known in what country since the Middle Ages?	NULL	data/set2/a8

What instrument was produced after the xylophone in the 1920s?	NULL	data/set2/a8

What instrument was produced after the xylophone in the 1920s?	NULL	data/set2/a8

In Central and South America, what instrument was the xylophone changed into?	NULL	data/set2/a8

In Central and South America, what instrument was the xylophone changed into?	NULL	data/set2/a8

The word xylophone is derived from two greek words: xylon and phone. What do these words mean?	NULL	data/set2/a8

The word xylophone is derived from two greek words: xylon and phone. What do these words mean?	NULL	data/set2/a8

Is the xylophone a musical instrument?	yes	data/set2/a8

Is the xylophone a musical instrument?	Yes.	data/set2/a8

Was the xylophone associated with the folk music of the United States by the 19th century?	no	data/set2/a8

Was the xylophone associated with the folk music of the United States by the 19th century?	No.	data/set2/a8

Was it likely that the xylophone reached Europe during the Crusades?	yes	data/set2/a8

Was it likely that the xylophone reached Europe during the Crusades?	Yes.	data/set2/a8

The xylophone is an instrument from what family?	the percussion family	data/set2/a8

The xylophone is an instrument from what family?	Percussion	data/set2/a8

How do the Java and Bali use xylophones?	In gamelan ensembles	data/set2/a8

Some versions of xylophones have resonators made of what?	gourds	data/set2/a8

Some versions of xylophones have resonators made of what?	Gourds.	data/set2/a8

Which came first, the xylophone or the vibraphone?	xylophone	data/set2/a8

Which came first, the xylophone or the vibraphone?	The xylophone.	data/set2/a8

